#
# Sample name: Sample title.                                                   
# Sample id:   
# Sample type: 
# User name:   
# Sample description: 
#
# Start time:    2020-02-07, 13:10:44
# Real time (s): 526.195
# Live time (s): 300.000
#
# Total counts:  36300972
#
# Left marker:  237 (458.873 keV)
# Right marker: 274 (534.434 keV)
# Counts:  76200
#
# Energy calibration coefficients ( E = sum(Ai * n**i) )
#     A0: -25.120346
#     A1: 2.042167
#     A2: 0.000000
#     A3: 0.000000
# Energy unit: keV
#
# Channel data
# n	energy	counts	rate
#-----------------------------------------------------------------------
952	1919.023	0	0
953	1921.065	1	0.00333333
954	1923.107	2	0.00666667
955	1925.150	1	0.00333333
956	1927.192	0	0
957	1929.234	1	0.00333333
958	1931.276	0	0
959	1933.318	1	0.00333333
960	1935.360	1	0.00333333
961	1937.403	0	0
962	1939.445	1	0.00333333
963	1941.487	0	0
964	1943.529	1	0.00333333
965	1945.571	0	0
966	1947.613	1	0.00333333
967	1949.656	0	0
968	1951.698	0	0
969	1953.740	0	0
970	1955.782	0	0
971	1957.824	0	0
972	1959.866	2	0.00666667
973	1961.909	1	0.00333333
974	1963.951	1	0.00333333
975	1965.993	1	0.00333333
976	1968.035	0	0
977	1970.077	1	0.00333333
978	1972.119	1	0.00333333
979	1974.162	0	0
980	1976.204	0	0
981	1978.246	0	0
982	1980.288	1	0.00333333
983	1982.330	0	0
984	1984.372	0	0
985	1986.415	0	0
986	1988.457	2	0.00666667
987	1990.499	0	0
988	1992.541	1	0.00333333
989	1994.583	0	0
990	1996.625	1	0.00333333
991	1998.668	0	0
992	2000.710	2	0.00666667
993	2002.752	1	0.00333333
994	2004.794	2	0.00666667
995	2006.836	0	0
996	2008.878	0	0
997	2010.921	1	0.00333333
998	2012.963	0	0
999	2015.005	0	0
1000	2017.047	0	0
1001	2019.089	0	0
1002	2021.131	0	0
1003	2023.174	0	0
1004	2025.216	1	0.00333333
1005	2027.258	1	0.00333333
1006	2029.300	0	0
1007	2031.342	1	0.00333333
1008	2033.384	2	0.00666667
1009	2035.427	2	0.00666667
1010	2037.469	0	0
1011	2039.511	0	0
1012	2041.553	0	0
1013	2043.595	0	0
1014	2045.637	0	0
1015	2047.680	1	0.00333333
1016	2049.722	1	0.00333333
1017	2051.764	0	0
1018	2053.806	0	0
1019	2055.848	3	0.01
1020	2057.890	0	0
1021	2059.933	0	0
1022	2061.975	2	0.00666667
1023	2064.017	1	0.00333333
1024	2066.059	1	0.00333333
