#
# Sample name: Sample title.                                                   
# Sample id:   
# Sample type: 
# User name:   
# Sample description: 
#
# Start time:    2020-02-07, 13:45:52
# Real time (s): 535.027
# Live time (s): 300.000
#
# Total counts:  37448269
#
# Left marker:  237 (458.873 keV)
# Right marker: 274 (534.434 keV)
# Counts:  292
#
# Energy calibration coefficients ( E = sum(Ai * n**i) )
#     A0: -25.120346
#     A1: 2.042167
#     A2: 0.000000
#     A3: 0.000000
# Energy unit: keV
#
# Channel data
# n	energy	counts	rate
#-----------------------------------------------------------------------
608	1216.517	5	0.0166667
609	1218.560	4	0.0133333
610	1220.602	2	0.00666667
611	1222.644	4	0.0133333
612	1224.686	2	0.00666667
613	1226.728	3	0.01
614	1228.770	2	0.00666667
615	1230.813	2	0.00666667
616	1232.855	3	0.01
617	1234.897	2	0.00666667
618	1236.939	1	0.00333333
619	1238.981	4	0.0133333
620	1241.023	3	0.01
621	1243.066	2	0.00666667
622	1245.108	3	0.01
623	1247.150	6	0.02
624	1249.192	0	0
625	1251.234	2	0.00666667
626	1253.276	1	0.00333333
627	1255.319	5	0.0166667
628	1257.361	1	0.00333333
629	1259.403	3	0.01
630	1261.445	1	0.00333333
631	1263.487	3	0.01
632	1265.529	1	0.00333333
633	1267.572	2	0.00666667
634	1269.614	2	0.00666667
635	1271.656	5	0.0166667
636	1273.698	4	0.0133333
637	1275.740	4	0.0133333
638	1277.782	5	0.0166667
639	1279.825	4	0.0133333
640	1281.867	5	0.0166667
641	1283.909	6	0.02
642	1285.951	4	0.0133333
643	1287.993	3	0.01
644	1290.035	5	0.0166667
645	1292.078	5	0.0166667
646	1294.120	3	0.01
647	1296.162	3	0.01
648	1298.204	3	0.01
649	1300.246	2	0.00666667
650	1302.288	5	0.0166667
651	1304.331	5	0.0166667
652	1306.373	3	0.01
653	1308.415	4	0.0133333
654	1310.457	3	0.01
655	1312.499	1	0.00333333
656	1314.541	3	0.01
657	1316.584	2	0.00666667
658	1318.626	2	0.00666667
659	1320.668	2	0.00666667
660	1322.710	3	0.01
661	1324.752	1	0.00333333
662	1326.794	2	0.00666667
663	1328.837	2	0.00666667
664	1330.879	1	0.00333333
665	1332.921	1	0.00333333
666	1334.963	4	0.0133333
667	1337.005	0	0
668	1339.047	4	0.0133333
669	1341.090	1	0.00333333
670	1343.132	2	0.00666667
671	1345.174	2	0.00666667
672	1347.216	0	0
673	1349.258	2	0.00666667
674	1351.300	1	0.00333333
675	1353.343	4	0.0133333
676	1355.385	1	0.00333333
677	1357.427	1	0.00333333
678	1359.469	1	0.00333333
679	1361.511	1	0.00333333
680	1363.554	0	0
681	1365.596	1	0.00333333
682	1367.638	0	0
683	1369.680	0	0
684	1371.722	1	0.00333333
685	1373.764	1	0.00333333
686	1375.807	3	0.01
687	1377.849	1	0.00333333
688	1379.891	1	0.00333333
689	1381.933	4	0.0133333
690	1383.975	2	0.00666667
691	1386.017	1	0.00333333
692	1388.060	0	0
693	1390.102	2	0.00666667
694	1392.144	6	0.02
695	1394.186	5	0.0166667
696	1396.228	5	0.0166667
697	1398.270	0	0
698	1400.313	2	0.00666667
699	1402.355	2	0.00666667
700	1404.397	2	0.00666667
701	1406.439	0	0
702	1408.481	2	0.00666667
703	1410.523	2	0.00666667
704	1412.566	2	0.00666667
705	1414.608	1	0.00333333
706	1416.650	4	0.0133333
707	1418.692	1	0.00333333
708	1420.734	1	0.00333333
709	1422.776	3	0.01
710	1424.819	1	0.00333333
711	1426.861	4	0.0133333
712	1428.903	1	0.00333333
713	1430.945	4	0.0133333
714	1432.987	5	0.0166667
715	1435.029	2	0.00666667
716	1437.072	3	0.01
717	1439.114	4	0.0133333
718	1441.156	1	0.00333333
719	1443.198	1	0.00333333
720	1445.240	2	0.00666667
721	1447.282	1	0.00333333
722	1449.325	4	0.0133333
723	1451.367	1	0.00333333
724	1453.409	4	0.0133333
725	1455.451	6	0.02
726	1457.493	3	0.01
727	1459.535	5	0.0166667
728	1461.578	3	0.01
729	1463.620	2	0.00666667
730	1465.662	2	0.00666667
731	1467.704	1	0.00333333
732	1469.746	0	0
733	1471.788	1	0.00333333
734	1473.831	5	0.0166667
735	1475.873	0	0
736	1477.915	3	0.01
737	1479.957	2	0.00666667
738	1481.999	2	0.00666667
739	1484.041	2	0.00666667
740	1486.084	2	0.00666667
741	1488.126	4	0.0133333
742	1490.168	2	0.00666667
743	1492.210	1	0.00333333
744	1494.252	1	0.00333333
745	1496.294	0	0
746	1498.337	3	0.01
747	1500.379	0	0
748	1502.421	1	0.00333333
749	1504.463	1	0.00333333
750	1506.505	3	0.01
751	1508.547	2	0.00666667
752	1510.590	1	0.00333333
753	1512.632	3	0.01
754	1514.674	3	0.01
755	1516.716	1	0.00333333
756	1518.758	2	0.00666667
757	1520.800	3	0.01
758	1522.843	1	0.00333333
759	1524.885	3	0.01
760	1526.927	2	0.00666667
761	1528.969	1	0.00333333
762	1531.011	3	0.01
763	1533.053	1	0.00333333
764	1535.096	4	0.0133333
765	1537.138	2	0.00666667
766	1539.180	2	0.00666667
767	1541.222	4	0.0133333
768	1543.264	2	0.00666667
769	1545.306	1	0.00333333
770	1547.349	1	0.00333333
771	1549.391	2	0.00666667
772	1551.433	0	0
773	1553.475	4	0.0133333
774	1555.517	1	0.00333333
775	1557.559	2	0.00666667
776	1559.602	4	0.0133333
777	1561.644	0	0
778	1563.686	4	0.0133333
779	1565.728	1	0.00333333
780	1567.770	2	0.00666667
781	1569.812	0	0
782	1571.855	1	0.00333333
783	1573.897	2	0.00666667
784	1575.939	1	0.00333333
785	1577.981	1	0.00333333
786	1580.023	1	0.00333333
787	1582.065	2	0.00666667
788	1584.108	2	0.00666667
789	1586.150	1	0.00333333
790	1588.192	0	0
791	1590.234	1	0.00333333
792	1592.276	2	0.00666667
793	1594.318	1	0.00333333
794	1596.361	1	0.00333333
795	1598.403	1	0.00333333
796	1600.445	1	0.00333333
797	1602.487	6	0.02
798	1604.529	0	0
799	1606.571	2	0.00666667
800	1608.614	0	0
801	1610.656	1	0.00333333
802	1612.698	0	0
803	1614.740	0	0
804	1616.782	2	0.00666667
805	1618.824	5	0.0166667
806	1620.867	1	0.00333333
807	1622.909	3	0.01
808	1624.951	3	0.01
809	1626.993	1	0.00333333
810	1629.035	1	0.00333333
811	1631.077	0	0
812	1633.120	3	0.01
813	1635.162	2	0.00666667
814	1637.204	3	0.01
815	1639.246	1	0.00333333
816	1641.288	4	0.0133333
817	1643.330	1	0.00333333
818	1645.373	2	0.00666667
819	1647.415	1	0.00333333
820	1649.457	0	0
821	1651.499	0	0
822	1653.541	0	0
823	1655.583	2	0.00666667
824	1657.626	0	0
825	1659.668	1	0.00333333
826	1661.710	1	0.00333333
827	1663.752	0	0
828	1665.794	1	0.00333333
829	1667.836	0	0
830	1669.879	2	0.00666667
831	1671.921	0	0
832	1673.963	2	0.00666667
833	1676.005	1	0.00333333
834	1678.047	2	0.00666667
835	1680.089	1	0.00333333
836	1682.132	2	0.00666667
837	1684.174	4	0.0133333
838	1686.216	1	0.00333333
839	1688.258	0	0
