#
# Sample name: Sample title.                                                   
# Sample id:   
# Sample type: 
# User name:   
# Sample description: 
#
# Start time:    2020-02-07, 13:34:20
# Real time (s): 530.628
# Live time (s): 300.000
#
# Total counts:  36992665
#
# Left marker:  237 (458.873 keV)
# Right marker: 274 (534.434 keV)
# Counts:  1173
#
# Energy calibration coefficients ( E = sum(Ai * n**i) )
#     A0: -25.120346
#     A1: 2.042167
#     A2: 0.000000
#     A3: 0.000000
# Energy unit: keV
#
# Channel data
# n	energy	counts	rate
#-----------------------------------------------------------------------
608	1216.517	4	0.0133333
609	1218.560	2	0.00666667
610	1220.602	4	0.0133333
611	1222.644	3	0.01
612	1224.686	4	0.0133333
613	1226.728	3	0.01
614	1228.770	2	0.00666667
615	1230.813	1	0.00333333
616	1232.855	1	0.00333333
617	1234.897	3	0.01
618	1236.939	3	0.01
619	1238.981	3	0.01
620	1241.023	6	0.02
621	1243.066	0	0
622	1245.108	0	0
623	1247.150	6	0.02
624	1249.192	2	0.00666667
625	1251.234	1	0.00333333
626	1253.276	3	0.01
627	1255.319	5	0.0166667
628	1257.361	5	0.0166667
629	1259.403	2	0.00666667
630	1261.445	2	0.00666667
631	1263.487	1	0.00333333
632	1265.529	7	0.0233333
633	1267.572	2	0.00666667
634	1269.614	6	0.02
635	1271.656	4	0.0133333
636	1273.698	2	0.00666667
637	1275.740	2	0.00666667
638	1277.782	2	0.00666667
639	1279.825	3	0.01
640	1281.867	3	0.01
641	1283.909	1	0.00333333
642	1285.951	5	0.0166667
643	1287.993	2	0.00666667
644	1290.035	5	0.0166667
645	1292.078	3	0.01
646	1294.120	2	0.00666667
647	1296.162	1	0.00333333
648	1298.204	1	0.00333333
649	1300.246	2	0.00666667
650	1302.288	4	0.0133333
651	1304.331	0	0
652	1306.373	3	0.01
653	1308.415	1	0.00333333
654	1310.457	2	0.00666667
655	1312.499	2	0.00666667
656	1314.541	1	0.00333333
657	1316.584	1	0.00333333
658	1318.626	4	0.0133333
659	1320.668	3	0.01
660	1322.710	1	0.00333333
661	1324.752	3	0.01
662	1326.794	2	0.00666667
663	1328.837	3	0.01
664	1330.879	3	0.01
665	1332.921	0	0
666	1334.963	3	0.01
667	1337.005	5	0.0166667
668	1339.047	2	0.00666667
669	1341.090	4	0.0133333
670	1343.132	3	0.01
671	1345.174	3	0.01
672	1347.216	1	0.00333333
673	1349.258	1	0.00333333
674	1351.300	1	0.00333333
675	1353.343	4	0.0133333
676	1355.385	2	0.00666667
677	1357.427	1	0.00333333
678	1359.469	1	0.00333333
679	1361.511	5	0.0166667
680	1363.554	0	0
681	1365.596	0	0
682	1367.638	1	0.00333333
683	1369.680	2	0.00666667
684	1371.722	2	0.00666667
685	1373.764	3	0.01
686	1375.807	1	0.00333333
687	1377.849	3	0.01
688	1379.891	2	0.00666667
689	1381.933	4	0.0133333
690	1383.975	1	0.00333333
691	1386.017	3	0.01
692	1388.060	0	0
693	1390.102	4	0.0133333
694	1392.144	0	0
695	1394.186	5	0.0166667
696	1396.228	2	0.00666667
697	1398.270	0	0
698	1400.313	1	0.00333333
699	1402.355	2	0.00666667
700	1404.397	1	0.00333333
701	1406.439	4	0.0133333
702	1408.481	1	0.00333333
703	1410.523	1	0.00333333
704	1412.566	3	0.01
705	1414.608	4	0.0133333
706	1416.650	3	0.01
707	1418.692	1	0.00333333
708	1420.734	1	0.00333333
709	1422.776	0	0
710	1424.819	2	0.00666667
711	1426.861	3	0.01
712	1428.903	4	0.0133333
713	1430.945	3	0.01
714	1432.987	2	0.00666667
715	1435.029	0	0
716	1437.072	1	0.00333333
717	1439.114	5	0.0166667
718	1441.156	2	0.00666667
719	1443.198	1	0.00333333
720	1445.240	0	0
721	1447.282	1	0.00333333
722	1449.325	0	0
723	1451.367	2	0.00666667
724	1453.409	1	0.00333333
725	1455.451	4	0.0133333
726	1457.493	2	0.00666667
727	1459.535	3	0.01
728	1461.578	4	0.0133333
729	1463.620	5	0.0166667
730	1465.662	5	0.0166667
731	1467.704	2	0.00666667
732	1469.746	2	0.00666667
733	1471.788	1	0.00333333
734	1473.831	4	0.0133333
735	1475.873	2	0.00666667
736	1477.915	1	0.00333333
737	1479.957	1	0.00333333
738	1481.999	1	0.00333333
739	1484.041	1	0.00333333
740	1486.084	0	0
741	1488.126	1	0.00333333
742	1490.168	3	0.01
743	1492.210	4	0.0133333
744	1494.252	2	0.00666667
745	1496.294	5	0.0166667
