#
# Sample name: Sample title.                                                   
# Sample id:   
# Sample type: 
# User name:   
# Sample description: 
#
# Start time:    2020-02-07, 13:56:12
# Real time (s): 551.195
# Live time (s): 300.000
#
# Total counts:  38592908
#
# Left marker:  237 (458.873 keV)
# Right marker: 274 (534.434 keV)
# Counts:  81372
#
# Energy calibration coefficients ( E = sum(Ai * n**i) )
#     A0: -25.120346
#     A1: 2.042167
#     A2: 0.000000
#     A3: 0.000000
# Energy unit: keV
#
# Channel data
# n	energy	counts	rate
#-----------------------------------------------------------------------
899	1810.788	245	0.816667
900	1812.830	255	0.85
901	1814.873	242	0.806667
902	1816.915	233	0.776667
903	1818.957	240	0.8
904	1820.999	254	0.846667
905	1823.041	238	0.793333
906	1825.083	253	0.843333
907	1827.126	234	0.78
908	1829.168	242	0.806667
909	1831.210	236	0.786667
910	1833.252	210	0.7
911	1835.294	233	0.776667
912	1837.336	244	0.813333
913	1839.379	234	0.78
914	1841.421	236	0.786667
915	1843.463	254	0.846667
916	1845.505	226	0.753333
917	1847.547	226	0.753333
918	1849.589	234	0.78
919	1851.632	222	0.74
920	1853.674	227	0.756667
921	1855.716	243	0.81
922	1857.758	239	0.796667
923	1859.800	225	0.75
924	1861.842	203	0.676667
925	1863.885	232	0.773333
926	1865.927	238	0.793333
927	1867.969	215	0.716667
928	1870.011	230	0.766667
929	1872.053	224	0.746667
930	1874.095	211	0.703333
931	1876.138	201	0.67
932	1878.180	227	0.756667
933	1880.222	230	0.766667
934	1882.264	216	0.72
935	1884.306	220	0.733333
936	1886.348	222	0.74
937	1888.391	228	0.76
938	1890.433	206	0.686667
939	1892.475	218	0.726667
940	1894.517	214	0.713333
941	1896.559	220	0.733333
942	1898.601	243	0.81
943	1900.644	252	0.84
944	1902.686	213	0.71
945	1904.728	194	0.646667
946	1906.770	218	0.726667
947	1908.812	198	0.66
948	1910.854	203	0.676667
949	1912.897	208	0.693333
950	1914.939	242	0.806667
951	1916.981	211	0.703333
952	1919.023	225	0.75
953	1921.065	257	0.856667
954	1923.107	221	0.736667
955	1925.150	196	0.653333
956	1927.192	185	0.616667
957	1929.234	208	0.693333
958	1931.276	197	0.656667
959	1933.318	209	0.696667
960	1935.360	222	0.74
961	1937.403	179	0.596667
962	1939.445	208	0.693333
963	1941.487	237	0.79
964	1943.529	215	0.716667
965	1945.571	193	0.643333
966	1947.613	203	0.676667
967	1949.656	197	0.656667
968	1951.698	215	0.716667
969	1953.740	237	0.79
970	1955.782	221	0.736667
971	1957.824	208	0.693333
972	1959.866	218	0.726667
973	1961.909	204	0.68
974	1963.951	207	0.69
975	1965.993	202	0.673333
976	1968.035	183	0.61
977	1970.077	229	0.763333
978	1972.119	198	0.66
979	1974.162	197	0.656667
980	1976.204	210	0.7
981	1978.246	207	0.69
982	1980.288	222	0.74
983	1982.330	215	0.716667
984	1984.372	207	0.69
985	1986.415	226	0.753333
986	1988.457	205	0.683333
987	1990.499	202	0.673333
988	1992.541	183	0.61
989	1994.583	207	0.69
990	1996.625	194	0.646667
991	1998.668	207	0.69
992	2000.710	207	0.69
993	2002.752	230	0.766667
994	2004.794	212	0.706667
995	2006.836	207	0.69
996	2008.878	197	0.656667
997	2010.921	199	0.663333
998	2012.963	194	0.646667
999	2015.005	197	0.656667
1000	2017.047	201	0.67
1001	2019.089	193	0.643333
1002	2021.131	206	0.686667
1003	2023.174	232	0.773333
1004	2025.216	213	0.71
1005	2027.258	207	0.69
1006	2029.300	227	0.756667
1007	2031.342	226	0.753333
1008	2033.384	179	0.596667
1009	2035.427	193	0.643333
1010	2037.469	194	0.646667
1011	2039.511	210	0.7
1012	2041.553	227	0.756667
1013	2043.595	197	0.656667
1014	2045.637	198	0.66
1015	2047.680	196	0.653333
1016	2049.722	188	0.626667
1017	2051.764	183	0.61
1018	2053.806	193	0.643333
1019	2055.848	188	0.626667
1020	2057.890	185	0.616667
1021	2059.933	191	0.636667
1022	2061.975	182	0.606667
1023	2064.017	195	0.65
1024	2066.059	188	0.626667
