#
# Sample name: Sample title.                                                   
# Sample id:   
# Sample type: 
# User name:   
# Sample description: 
#
# Start time:    2020-02-07, 13:22:19
# Real time (s): 535.334
# Live time (s): 300.000
#
# Total counts:  37052941
#
# Left marker:  237 (458.873 keV)
# Right marker: 274 (534.434 keV)
# Counts:  34545
#
# Energy calibration coefficients ( E = sum(Ai * n**i) )
#     A0: -25.120346
#     A1: 2.042167
#     A2: 0.000000
#     A3: 0.000000
# Energy unit: keV
#
# Channel data
# n	energy	counts	rate
#-----------------------------------------------------------------------
522	1040.891	599	1.99667
523	1042.933	595	1.98333
524	1044.975	547	1.82333
525	1047.018	555	1.85
526	1049.060	597	1.99
527	1051.102	593	1.97667
528	1053.144	572	1.90667
529	1055.186	559	1.86333
530	1057.228	603	2.01
531	1059.271	599	1.99667
532	1061.313	574	1.91333
533	1063.355	604	2.01333
534	1065.397	574	1.91333
535	1067.439	580	1.93333
536	1069.481	599	1.99667
537	1071.524	533	1.77667
538	1073.566	572	1.90667
539	1075.608	627	2.09
540	1077.650	599	1.99667
541	1079.692	606	2.02
542	1081.734	569	1.89667
543	1083.777	582	1.94
544	1085.819	592	1.97333
545	1087.861	597	1.99
546	1089.903	591	1.97
547	1091.945	561	1.87
548	1093.987	622	2.07333
549	1096.030	582	1.94
550	1098.072	574	1.91333
551	1100.114	573	1.91
552	1102.156	580	1.93333
553	1104.198	592	1.97333
554	1106.240	597	1.99
555	1108.283	569	1.89667
556	1110.325	578	1.92667
557	1112.367	610	2.03333
558	1114.409	587	1.95667
559	1116.451	554	1.84667
560	1118.493	553	1.84333
561	1120.536	575	1.91667
562	1122.578	596	1.98667
563	1124.620	586	1.95333
564	1126.662	595	1.98333
565	1128.704	564	1.88
566	1130.746	582	1.94
567	1132.789	568	1.89333
568	1134.831	603	2.01
569	1136.873	597	1.99
570	1138.915	568	1.89333
571	1140.957	601	2.00333
572	1142.999	556	1.85333
573	1145.042	554	1.84667
574	1147.084	637	2.12333
575	1149.126	590	1.96667
576	1151.168	583	1.94333
577	1153.210	590	1.96667
578	1155.252	575	1.91667
579	1157.295	606	2.02
580	1159.337	617	2.05667
581	1161.379	585	1.95
582	1163.421	589	1.96333
583	1165.463	568	1.89333
584	1167.505	574	1.91333
585	1169.548	585	1.95
586	1171.590	605	2.01667
587	1173.632	580	1.93333
588	1175.674	602	2.00667
589	1177.716	610	2.03333
590	1179.758	583	1.94333
591	1181.801	597	1.99
592	1183.843	592	1.97333
593	1185.885	565	1.88333
594	1187.927	587	1.95667
595	1189.969	653	2.17667
596	1192.011	650	2.16667
597	1194.054	598	1.99333
598	1196.096	613	2.04333
599	1198.138	596	1.98667
600	1200.180	613	2.04333
601	1202.222	588	1.96
602	1204.264	599	1.99667
603	1206.307	637	2.12333
604	1208.349	636	2.12
605	1210.391	602	2.00667
606	1212.433	625	2.08333
607	1214.475	608	2.02667
608	1216.517	619	2.06333
609	1218.560	624	2.08
610	1220.602	618	2.06
611	1222.644	677	2.25667
612	1224.686	615	2.05
613	1226.728	644	2.14667
614	1228.770	671	2.23667
615	1230.813	642	2.14
616	1232.855	604	2.01333
617	1234.897	621	2.07
618	1236.939	621	2.07
619	1238.981	666	2.22
620	1241.023	575	1.91667
621	1243.066	632	2.10667
622	1245.108	625	2.08333
623	1247.150	602	2.00667
624	1249.192	637	2.12333
625	1251.234	668	2.22667
626	1253.276	630	2.1
627	1255.319	626	2.08667
628	1257.361	638	2.12667
629	1259.403	617	2.05667
630	1261.445	648	2.16
631	1263.487	642	2.14
632	1265.529	665	2.21667
633	1267.572	658	2.19333
634	1269.614	626	2.08667
635	1271.656	660	2.2
636	1273.698	621	2.07
637	1275.740	610	2.03333
638	1277.782	620	2.06667
639	1279.825	635	2.11667
640	1281.867	623	2.07667
641	1283.909	662	2.20667
642	1285.951	644	2.14667
643	1287.993	622	2.07333
644	1290.035	625	2.08333
645	1292.078	615	2.05
646	1294.120	571	1.90333
647	1296.162	575	1.91667
648	1298.204	597	1.99
649	1300.246	567	1.89
650	1302.288	547	1.82333
651	1304.331	535	1.78333
652	1306.373	517	1.72333
653	1308.415	525	1.75
654	1310.457	582	1.94
655	1312.499	576	1.92
656	1314.541	566	1.88667
657	1316.584	543	1.81
658	1318.626	534	1.78
659	1320.668	495	1.65
660	1322.710	563	1.87667
661	1324.752	522	1.74
662	1326.794	507	1.69
663	1328.837	500	1.66667
664	1330.879	491	1.63667
665	1332.921	461	1.53667
666	1334.963	461	1.53667
667	1337.005	450	1.5
668	1339.047	429	1.43
669	1341.090	446	1.48667
670	1343.132	433	1.44333
671	1345.174	416	1.38667
672	1347.216	441	1.47
673	1349.258	422	1.40667
674	1351.300	416	1.38667
675	1353.343	423	1.41
676	1355.385	424	1.41333
